期号,front1,front2,front3,front4,front5,back1,back2,日期,front_sum,front_span,front_odd_count,front_Zone1_count,front_Zone2_count,front_Zone3_count,front_consecutive_count,front_repeat_count,back_sum,back_span,back_odd_count,back_is_large
9041,5,9,20,23,29,4,10,2009-04-13,86,24,4,2,2,1,0,0,14,6,0,1
9042,11,24,25,26,31,2,7,2009-04-15,117,20,3,1,1,3,2,0,9,5,1,1
9043,5,21,22,32,35,2,5,2009-04-18,115,30,3,1,2,2,1,0,7,3,1,0
9044,1,7,18,29,34,3,9,2009-04-20,89,33,3,2,1,2,0,0,12,6,2,1
9045,1,9,14,24,35,6,9,2009-04-22,83,34,3,2,2,1,0,1,15,3,1,1
9046,1,9,24,34,35,4,9,2009-04-25,103,34,3,2,1,2,1,4,13,5,1,1
9047,13,18,21,24,29,3,6,2009-04-27,105,16,3,0,4,1,0,1,9,3,1,0
9048,5,6,22,25,27,11,12,2009-04-29,85,22,3,2,1,2,1,0,23,1,1,1
9049,5,16,28,29,34,11,12,2009-05-02,112,29,2,1,1,3,1,1,23,1,1,1
9050,5,15,28,32,33,8,9,2009-05-04,113,28,3,1,1,3,1,2,17,1,1,1
9051,3,11,22,26,29,5,12,2009-05-06,91,26,3,2,1,2,0,0,17,7,1,1
9052,23,24,30,34,35,1,3,2009-05-09,146,12,2,0,2,3,2,0,4,2,2,0
9053,5,9,24,31,33,5,6,2009-05-11,102,28,4,2,1,2,0,1,11,1,1,0
9054,2,12,19,29,30,7,12,2009-05-13,92,28,2,2,1,2,1,0,19,5,1,1
9055,5,8,14,23,24,5,6,2009-05-16,74,19,2,2,3,0,1,0,11,1,1,0
9056,4,13,17,32,35,3,6,2009-05-18,101,31,3,1,2,2,0,0,9,3,1,0
9057,6,15,22,27,30,2,9,2009-05-20,100,24,2,1,2,2,0,0,11,7,1,1
9058,8,10,14,27,32,2,7,2009-05-23,91,24,1,2,1,2,0,1,9,5,1,1
9059,2,13,14,29,33,4,11,2009-05-25,91,31,3,1,2,2,1,1,15,7,1,1
9060,18,28,29,30,31,4,8,2009-05-27,136,13,2,0,1,4,3,1,12,4,0,1
9061,2,10,21,26,34,2,10,2009-05-30,93,32,1,2,1,2,0,0,12,8,0,1
9062,4,22,23,29,31,5,11,2009-06-01,109,27,3,1,2,2,1,0,16,6,2,1
9063,5,6,18,21,22,1,7,2009-06-03,72,17,2,2,3,0,2,1,8,6,2,1
9064,6,10,11,17,34,11,12,2009-06-06,78,28,2,3,1,1,1,1,23,1,1,1
9065,1,12,24,27,32,2,11,2009-06-08,96,31,2,2,1,2,0,0,13,9,1,1
9066,1,8,19,24,31,6,12,2009-06-10,83,30,3,2,2,1,0,2,18,6,0,1
9067,3,6,25,28,32,2,5,2009-06-13,94,29,2,2,0,3,0,0,7,3,1,0
9068,2,12,15,20,28,1,12,2009-06-15,77,26,1,2,2,1,0,1,13,11,1,1
9069,14,16,27,30,33,8,12,2009-06-17,120,19,2,0,2,3,0,0,20,4,0,1
9070,10,21,24,30,31,3,10,2009-06-20,116,21,2,1,2,2,1,1,13,7,1,1
9071,4,20,29,30,33,2,11,2009-06-22,116,29,2,1,1,3,1,1,13,9,1,1
9072,23,26,29,32,33,5,10,2009-06-24,143,10,3,0,1,4,1,2,15,5,1,1
9073,1,10,19,21,30,1,4,2009-06-27,81,29,3,2,2,1,0,0,5,3,1,0
9074,15,17,19,23,32,1,11,2009-06-29,106,17,4,0,4,1,0,1,12,10,2,1
9075,1,7,11,32,33,9,11,2009-07-01,84,32,4,3,0,2,1,1,20,2,2,1
9076,3,9,11,18,24,4,5,2009-07-04,65,21,3,3,2,0,0,1,9,1,1,0
9077,7,20,28,32,34,6,8,2009-07-06,121,27,1,1,1,3,0,0,14,2,0,1
9078,11,23,26,31,34,5,11,2009-07-08,125,23,3,1,1,3,0,1,16,6,2,1
9079,1,2,7,13,34,4,10,2009-07-11,57,33,3,3,1,1,1,1,14,6,0,1
9080,7,16,19,29,35,2,11,2009-07-13,106,28,4,1,2,2,0,1,13,9,1,1
9081,2,15,20,25,33,3,6,2009-07-15,95,31,3,1,2,2,0,0,9,3,1,0
9082,5,11,26,29,32,8,11,2009-07-18,103,27,3,2,0,3,0,0,19,3,1,1
9083,2,5,28,34,35,1,7,2009-07-20,104,33,2,2,0,3,1,1,8,6,2,1
9084,5,9,19,26,35,2,10,2009-07-22,94,30,4,2,1,2,0,2,12,8,0,1
9085,6,13,27,33,34,9,12,2009-07-25,113,28,3,1,1,3,1,0,21,3,1,1
9086,1,2,7,26,29,10,12,2009-07-27,65,28,3,3,0,2,1,0,22,2,0,1
9087,10,24,28,30,33,1,10,2009-07-29,125,23,1,1,1,3,0,0,11,9,1,1
9088,13,16,27,32,34,3,9,2009-08-01,122,21,2,0,2,3,0,0,12,6,2,1
9089,3,6,11,19,27,2,7,2009-08-03,66,24,4,3,1,1,0,1,9,5,1,1
9090,18,25,30,33,34,4,10,2009-08-05,140,16,2,0,1,4,1,0,14,6,0,1
9091,1,5,17,32,34,3,7,2009-08-08,89,33,3,2,1,2,0,1,10,4,2,1
9092,10,21,22,27,29,8,12,2009-08-10,109,19,3,1,2,2,1,0,20,4,0,1
9093,7,9,22,30,33,9,11,2009-08-12,101,26,3,2,1,2,0,1,20,2,2,1
9094,1,5,21,23,29,5,12,2009-08-15,79,28,5,2,2,1,0,0,17,7,1,1
9095,8,18,24,30,33,1,6,2009-08-17,113,25,1,1,2,2,0,0,7,5,1,0
9096,7,12,28,32,33,1,3,2009-08-19,112,26,2,2,0,3,1,1,4,2,2,0
9097,6,13,14,22,25,1,4,2009-08-22,80,19,2,1,3,1,1,0,5,3,1,0
9098,11,17,19,25,26,2,10,2009-08-24,98,15,4,1,2,2,1,1,12,8,0,1
9099,3,9,21,23,33,6,10,2009-08-26,89,30,5,2,2,1,0,0,16,4,0,1
9100,16,20,25,29,33,1,8,2009-08-29,123,17,3,0,2,3,0,1,9,7,1,1
9101,2,10,14,22,26,4,9,2009-08-31,74,24,0,2,2,1,0,0,13,5,1,1
9102,11,13,29,32,35,10,12,2009-09-02,120,24,4,1,1,3,0,0,22,2,0,1
9103,16,20,28,32,33,1,2,2009-09-05,129,17,1,0,2,3,1,1,3,1,1,0
9104,15,25,29,32,33,10,11,2009-09-07,134,18,4,0,1,4,1,2,21,1,1,1
9105,1,25,26,34,35,6,11,2009-09-09,121,34,3,1,0,4,2,1,17,5,1,1
9106,11,21,22,25,34,6,9,2009-09-12,113,23,3,1,2,2,1,2,15,3,1,1
9107,11,12,33,34,35,1,10,2009-09-14,125,24,3,2,0,3,3,2,11,9,1,1
9108,1,9,14,29,30,7,10,2009-09-16,83,29,3,2,1,2,1,0,17,3,1,1
9109,2,11,13,26,35,6,10,2009-09-19,87,33,3,2,1,2,0,0,16,4,0,1
9110,22,28,30,31,34,7,9,2009-09-21,145,12,1,0,1,4,1,0,16,2,2,1
9111,4,11,13,19,35,10,12,2009-09-23,82,31,4,2,2,1,0,0,22,2,0,1
9112,2,8,12,34,35,4,5,2009-09-26,91,33,1,3,0,2,1,1,9,1,1,0
9113,3,4,10,18,27,6,8,2009-09-28,62,24,2,3,1,1,1,0,14,2,0,1
9114,2,8,25,29,33,3,7,2009-09-30,97,31,3,2,0,3,0,0,10,4,2,1
9115,1,2,6,8,26,5,12,2009-10-03,43,25,1,4,0,1,1,2,17,7,1,1
9116,12,15,23,30,33,9,12,2009-10-05,113,21,3,1,2,2,0,0,21,3,1,1
9117,7,21,29,31,33,9,10,2009-10-07,121,26,5,1,1,3,0,1,19,1,1,1
9118,10,17,18,21,34,5,11,2009-10-10,100,24,2,1,3,1,1,1,16,6,2,1
9119,3,12,22,23,28,4,12,2009-10-12,88,25,2,2,2,1,1,0,16,8,0,1
9120,11,23,27,28,32,2,5,2009-10-14,121,21,3,1,1,3,1,2,7,3,1,0
9121,4,5,8,11,22,2,10,2009-10-17,50,18,2,4,1,0,1,1,12,8,0,1
9122,1,2,11,31,33,5,6,2009-10-19,78,32,4,3,0,2,1,1,11,1,1,0
9123,10,21,28,29,32,6,10,2009-10-21,120,22,2,1,1,3,1,0,16,4,0,1
9124,1,3,14,32,35,7,11,2009-10-24,85,34,3,2,1,2,0,1,18,4,2,1
9125,8,20,23,29,31,2,11,2009-10-26,111,23,3,1,2,2,0,0,13,9,1,1
9126,14,23,27,28,33,8,12,2009-10-28,125,19,3,0,2,3,1,1,20,4,0,1
9127,5,9,27,32,34,5,8,2009-10-31,107,29,3,2,0,3,0,1,13,3,1,1
9128,6,21,28,32,34,4,7,2009-11-02,121,28,1,1,1,3,0,2,11,3,1,1
9129,2,10,18,32,33,3,8,2009-11-04,95,31,1,2,1,2,1,1,11,5,1,1
9130,9,14,25,32,34,2,8,2009-11-07,114,25,2,1,1,3,0,1,10,6,0,1
9131,2,3,8,33,34,3,11,2009-11-09,80,32,2,3,0,2,2,1,14,8,2,1
9132,2,10,12,15,28,4,7,2009-11-11,67,26,1,3,1,1,0,1,11,3,1,1
9133,1,8,24,27,34,10,11,2009-11-14,94,33,2,2,1,2,0,0,21,1,1,1
9134,2,16,19,28,33,7,11,2009-11-16,98,31,2,1,2,2,0,0,18,4,2,1
9135,6,8,15,20,32,5,6,2009-11-18,81,26,1,2,2,1,0,0,11,1,1,0
9136,7,13,23,24,29,6,10,2009-11-21,96,22,4,1,3,1,1,0,16,4,0,1
9137,12,28,29,30,34,1,9,2009-11-23,133,22,1,1,0,4,2,1,10,8,2,1
9138,3,4,14,28,32,9,10,2009-11-25,81,29,1,2,1,2,1,1,19,1,1,1
9139,14,16,20,22,32,5,9,2009-11-28,104,18,0,0,4,1,0,2,14,4,2,1
9140,7,8,19,26,30,1,12,2009-11-30,90,23,2,2,1,2,1,0,13,11,1,1
9141,13,14,21,30,33,2,8,2009-12-02,111,20,3,0,3,2,1,1,10,6,0,1
9142,5,6,13,24,31,3,11,2009-12-05,79,26,3,2,2,1,1,1,14,8,2,1
9143,1,9,10,11,22,1,12,2009-12-07,53,21,3,4,1,0,2,0,13,11,1,1
9144,18,26,32,33,34,4,6,2009-12-09,143,16,1,0,1,4,2,0,10,2,0,0
9145,5,11,14,22,35,3,10,2009-12-12,87,30,3,2,2,1,0,0,13,7,1,1
9146,11,17,23,24,25,3,6,2009-12-14,100,14,4,1,3,1,2,1,9,3,1,0
9147,6,12,18,22,29,5,8,2009-12-16,87,23,1,2,2,1,0,0,13,3,1,1
9148,2,4,13,14,33,1,9,2009-12-19,66,31,2,2,2,1,1,0,10,8,2,1
9149,1,3,10,12,20,2,7,2009-12-21,46,19,2,4,1,0,0,0,9,5,1,1
9150,4,11,18,25,34,5,7,2009-12-23,92,30,2,2,1,2,0,0,12,2,2,1
9151,3,8,14,30,31,4,9,2009-12-26,86,28,2,2,1,2,1,0,13,5,1,1
9152,1,23,29,30,32,7,12,2009-12-28,115,31,3,1,1,3,1,1,19,5,1,1
9153,21,22,30,32,34,3,7,2009-12-30,139,13,1,0,2,3,1,2,10,4,2,1
10001,2,6,7,12,27,2,8,2010-01-02,54,25,2,4,0,1,1,0,10,6,0,1
10002,4,23,25,26,30,7,10,2010-01-04,108,26,2,1,1,3,1,0,17,3,1,1
10003,5,14,23,27,30,2,8,2010-01-06,99,25,3,1,2,2,0,2,10,6,0,1
10004,3,6,21,24,34,4,6,2010-01-09,88,31,2,2,2,1,0,0,10,2,0,0
10005,4,17,19,22,30,2,3,2010-01-11,92,26,2,1,3,1,0,0,5,1,1,0
10006,3,13,19,30,34,2,5,2010-01-13,99,31,3,1,2,2,0,2,7,3,1,0
10007,7,23,26,29,32,8,11,2010-01-16,117,25,3,1,1,3,0,0,19,3,1,1
10008,11,23,25,31,32,5,11,2010-01-18,122,21,4,1,1,3,1,2,16,6,2,1
10009,2,5,13,27,32,3,11,2010-01-20,79,30,3,2,1,2,0,1,14,8,2,1
10010,15,22,24,32,35,2,9,2010-01-23,128,20,2,0,3,2,0,1,11,7,1,1
10011,2,3,11,27,32,8,11,2010-01-25,75,30,3,3,0,2,1,1,19,3,1,1
10012,20,24,30,31,33,5,12,2010-01-27,138,13,2,0,2,3,1,0,17,7,1,1
10013,18,21,22,26,34,9,12,2010-01-30,121,16,1,0,3,2,1,0,21,3,1,1
10014,18,19,30,33,35,2,4,2010-02-01,135,17,3,0,2,3,1,1,6,2,0,0
10015,3,10,14,18,28,8,10,2010-02-03,73,25,1,2,2,1,0,1,18,2,0,1
10016,10,12,20,23,32,4,10,2010-02-06,97,22,1,2,2,1,0,1,14,6,0,1
10017,13,21,23,27,34,9,12,2010-02-08,118,21,4,0,3,2,0,1,21,3,1,1
10018,3,10,26,32,33,4,12,2010-02-10,104,30,2,2,0,3,1,0,16,8,0,1
10019,3,11,19,26,27,2,9,2010-02-20,86,24,4,2,1,2,1,2,11,7,1,1
10020,8,18,26,32,33,1,6,2010-02-22,117,25,1,1,1,3,1,1,7,5,1,0
10021,11,20,23,24,25,7,9,2010-02-24,103,14,3,1,3,1,2,0,16,2,2,1
10022,2,11,13,14,25,2,5,2010-02-27,65,23,3,2,2,1,1,2,7,3,1,0
10023,11,13,29,32,33,2,8,2010-03-01,118,22,4,1,1,3,1,2,10,6,0,1
10024,3,14,19,24,25,4,11,2010-03-03,85,22,3,1,3,1,1,0,15,7,1,1
10025,9,11,13,14,25,1,7,2010-03-06,72,16,4,2,2,1,1,2,8,6,2,1
10026,5,23,25,31,35,7,10,2010-03-08,119,30,5,1,1,3,0,1,17,3,1,1
10027,5,23,26,32,34,2,9,2010-03-10,120,29,2,1,1,3,0,2,11,7,1,1
10028,1,2,7,20,35,1,3,2010-03-13,65,34,3,3,1,1,1,0,4,2,2,0
10029,21,22,33,34,35,3,4,2010-03-15,145,14,3,0,2,3,3,1,7,1,1,0
10030,10,12,19,32,35,2,7,2010-03-17,108,25,2,2,1,2,0,1,9,5,1,1
10031,5,13,16,17,35,6,8,2010-03-20,86,30,4,1,3,1,1,1,14,2,0,1
10032,13,16,23,24,33,7,11,2010-03-22,109,20,3,0,4,1,1,2,18,4,2,1
10033,12,19,28,29,30,5,8,2010-03-24,118,18,2,1,1,3,2,0,13,3,1,1
10034,1,6,19,25,26,3,9,2010-03-27,77,25,3,2,1,2,1,1,12,6,2,1
10035,14,16,20,31,34,1,7,2010-03-29,115,20,1,0,3,2,0,0,8,6,2,1
10036,19,25,28,31,33,1,8,2010-03-31,136,14,4,0,1,4,0,1,9,7,1,1
10037,19,21,26,34,35,1,9,2010-04-03,135,16,3,0,2,3,1,1,10,8,2,1
10038,8,10,25,29,33,1,2,2010-04-05,105,25,3,2,0,3,0,0,3,1,1,0
10039,7,19,26,28,32,1,8,2010-04-07,112,25,2,1,1,3,0,0,9,7,1,1
10040,13,20,26,31,35,2,11,2010-04-10,125,22,3,0,2,3,0,1,13,9,1,1
10041,16,22,28,29,34,4,12,2010-04-12,129,18,1,0,2,3,1,0,16,8,0,1
10042,1,5,19,34,35,6,7,2010-04-14,94,34,4,2,1,2,1,1,13,1,1,1
10043,5,8,10,33,35,2,10,2010-04-17,91,30,3,3,0,2,0,2,12,8,0,1
10044,6,21,24,28,30,2,7,2010-04-19,109,24,1,1,2,2,0,0,9,5,1,1
10045,8,17,18,20,28,9,10,2010-04-21,91,20,1,1,3,1,1,1,19,1,1,1
10046,2,15,19,26,27,5,6,2010-04-24,89,25,3,1,2,2,1,0,11,1,1,0
10047,4,8,11,30,31,2,8,2010-04-26,84,27,2,3,0,2,1,0,10,6,0,1
10048,2,3,10,12,25,3,9,2010-04-28,52,23,2,4,0,1,1,0,12,6,2,1
10049,1,25,29,31,33,4,10,2010-05-01,119,32,5,1,0,4,0,1,14,6,0,1
10050,7,8,15,30,35,5,10,2010-05-03,95,28,3,2,1,2,1,0,15,5,1,1
10051,6,10,20,24,32,6,10,2010-05-05,92,26,0,2,2,1,0,0,16,4,0,1
10052,4,6,25,29,32,5,6,2010-05-08,96,28,2,2,0,3,0,2,11,1,1,0
10053,9,19,22,26,34,9,11,2010-05-10,110,25,2,1,2,2,0,0,20,2,2,1
10054,12,25,29,30,33,10,11,2010-05-12,129,21,3,1,0,4,1,0,21,1,1,1
10055,13,14,17,27,32,2,10,2010-05-15,103,19,3,0,3,2,1,0,12,8,0,1
10056,5,9,23,25,30,9,12,2010-05-17,92,25,4,2,1,2,0,0,21,3,1,1
10057,15,17,24,32,35,7,9,2010-05-19,123,20,3,0,3,2,0,0,16,2,2,1
10058,6,15,17,19,30,1,12,2010-05-22,87,24,3,1,3,1,0,2,13,11,1,1
10059,6,10,14,25,34,1,3,2010-05-24,89,28,1,2,1,2,0,1,4,2,2,0
10060,10,13,22,33,34,1,5,2010-05-26,112,24,2,1,2,2,1,2,6,4,2,0
10061,5,12,14,17,22,5,7,2010-05-29,70,17,2,2,3,0,0,1,12,2,2,1
10062,6,7,18,30,31,7,8,2010-05-31,92,25,2,2,1,2,2,0,15,1,1,1
10063,7,14,16,30,31,3,6,2010-06-02,98,24,2,1,2,2,1,3,9,3,1,0
10064,7,10,12,20,21,6,9,2010-06-05,70,14,2,3,2,0,1,1,15,3,1,1
10065,5,8,13,14,32,8,11,2010-06-07,72,27,2,2,2,1,1,0,19,3,1,1
10066,15,21,22,24,27,1,6,2010-06-09,109,12,3,0,4,1,1,0,7,5,1,0
10067,1,11,19,30,32,3,10,2010-06-12,93,31,3,2,1,2,0,0,13,7,1,1
10068,11,17,19,20,34,6,10,2010-06-14,101,23,3,1,3,1,1,2,16,4,0,1
10069,6,17,18,25,29,8,9,2010-06-16,95,23,3,1,2,2,1,1,17,1,1,1
10070,5,14,23,25,28,11,12,2010-06-19,95,23,3,1,2,2,0,1,23,1,1,1
10071,7,12,26,30,32,2,7,2010-06-21,107,25,1,2,0,3,0,0,9,5,1,1
10072,5,10,17,23,25,3,10,2010-06-23,80,20,4,2,2,1,0,0,13,7,1,1
10073,4,9,11,30,32,1,11,2010-06-26,86,28,2,3,0,2,0,0,12,10,2,1
10074,3,7,20,27,32,2,12,2010-06-28,89,29,3,2,1,2,0,1,14,10,0,1
10075,10,12,17,23,27,5,7,2010-06-30,89,17,3,2,2,1,0,1,12,2,2,1
10076,9,12,16,19,35,2,12,2010-07-03,91,26,3,2,2,1,0,1,14,10,0,1
10077,6,7,9,17,24,2,12,2010-07-05,63,18,3,3,2,0,1,1,14,10,0,1
10078,2,3,15,28,35,1,11,2010-07-07,83,33,3,2,1,2,1,0,12,10,2,1
10079,1,4,21,22,24,2,5,2010-07-10,72,23,2,2,3,0,1,0,7,3,1,0
10080,8,19,27,29,34,4,10,2010-07-12,117,26,3,1,1,3,0,0,14,6,0,1
10081,14,18,20,24,27,5,10,2010-07-14,103,13,1,0,4,1,0,1,15,5,1,1
10082,5,8,24,29,30,4,6,2010-07-17,96,25,2,2,1,2,1,1,10,2,0,0
10083,7,11,21,22,35,4,7,2010-07-19,96,28,4,2,2,1,1,0,11,3,1,1
10084,3,13,14,22,26,2,5,2010-07-21,78,23,2,1,3,1,1,1,7,3,1,0
10085,2,10,16,18,34,2,3,2010-07-24,80,32,0,2,2,1,0,0,5,1,1,0
10086,1,2,12,19,35,5,7,2010-07-26,69,34,3,3,1,1,1,1,12,2,2,1
10087,1,12,20,21,24,2,8,2010-07-28,78,23,2,2,3,0,1,2,10,6,0,1
10088,3,5,14,30,35,3,6,2010-07-31,87,32,3,2,1,2,0,0,9,3,1,0
10089,4,10,13,18,23,8,10,2010-08-02,68,19,2,2,3,0,0,0,18,2,0,1
10090,8,24,26,31,32,7,9,2010-08-04,121,24,1,1,1,3,1,0,16,2,2,1
10091,6,10,23,26,31,5,7,2010-08-07,96,25,2,2,1,2,0,2,12,2,2,1
10092,2,15,29,30,34,2,12,2010-08-09,110,32,2,1,1,3,1,0,14,10,0,1
10093,2,4,9,28,29,5,8,2010-08-11,72,27,2,3,0,2,1,2,13,3,1,1
10094,20,32,33,34,35,6,7,2010-08-14,154,15,2,0,1,4,3,0,13,1,1,1
10095,12,14,16,19,25,1,6,2010-08-16,86,13,2,1,3,1,0,0,7,5,1,0
10096,4,9,24,30,35,1,10,2010-08-18,102,31,2,2,1,2,0,0,11,9,1,1
10097,9,17,21,28,29,2,8,2010-08-21,104,20,4,1,2,2,1,1,10,6,0,1
10098,2,3,12,13,25,1,7,2010-08-23,55,23,3,3,1,1,2,0,8,6,2,1
10099,3,11,17,21,30,1,8,2010-08-25,82,27,4,2,2,1,0,1,9,7,1,1
10100,19,20,30,33,35,6,8,2010-08-28,137,16,3,0,2,3,1,1,14,2,0,1
10101,11,15,22,27,35,5,8,2010-08-30,110,24,4,1,2,2,0,1,13,3,1,1
10102,4,15,19,24,35,1,10,2010-09-01,97,31,3,1,3,1,0,2,11,9,1,1
10103,10,14,29,30,35,5,8,2010-09-04,118,25,2,1,1,3,1,1,13,3,1,1
10104,14,25,30,32,33,1,11,2010-09-06,134,19,2,0,1,4,1,2,12,10,2,1
10105,5,17,26,27,35,8,9,2010-09-08,110,30,4,1,1,3,1,0,17,1,1,1
10106,5,27,28,29,34,9,12,2010-09-11,123,29,3,1,0,4,2,2,21,3,1,1
10107,14,17,22,27,34,3,5,2010-09-13,114,20,2,0,3,2,0,2,8,2,2,0
10108,1,10,13,19,34,9,12,2010-09-15,77,33,3,2,2,1,0,1,21,3,1,1
10109,1,2,8,11,25,10,12,2010-09-18,47,24,3,4,0,1,1,1,22,2,0,1
10110,21,29,30,33,35,7,11,2010-09-20,148,14,4,0,1,4,1,0,18,4,2,1
10111,3,6,13,14,29,1,2,2010-09-22,65,26,3,2,2,1,1,1,3,1,1,0
10112,14,15,18,34,35,8,10,2010-09-25,116,21,2,0,3,2,2,1,18,2,0,1
10113,5,16,22,23,32,4,10,2010-09-27,98,27,2,1,3,1,1,0,14,6,0,1
10114,3,7,22,25,35,3,11,2010-09-29,92,32,4,2,1,2,0,1,14,8,2,1
10115,5,7,10,15,32,3,8,2010-10-02,69,27,3,3,1,1,0,1,11,5,1,1
10116,14,22,27,28,35,4,10,2010-10-04,126,21,2,0,2,3,1,0,14,6,0,1
10117,4,6,21,27,34,5,9,2010-10-06,92,30,2,2,1,2,0,1,14,4,2,1
10118,19,22,23,29,35,8,10,2010-10-09,128,16,4,0,3,2,1,0,18,2,0,1
10119,5,13,14,23,26,2,3,2010-10-11,81,21,3,1,3,1,1,1,5,1,1,0
10120,8,10,18,34,35,6,10,2010-10-13,105,27,1,2,1,2,1,0,16,4,0,1
10121,21,22,31,32,34,2,12,2010-10-16,140,13,2,0,2,3,2,1,14,10,0,1
10122,5,6,11,13,26,2,7,2010-10-18,61,21,3,3,1,1,1,0,9,5,1,1
10123,18,20,30,32,33,1,11,2010-10-20,133,15,1,0,2,3,1,0,12,10,2,1
10124,1,9,27,29,34,1,6,2010-10-23,100,33,4,2,0,3,0,0,7,5,1,0
10125,1,7,9,14,19,9,12,2010-10-25,50,18,4,3,2,0,0,2,21,3,1,1
10126,3,5,9,13,33,5,11,2010-10-27,63,30,5,3,1,1,0,1,16,6,2,1
10127,3,22,24,30,33,4,10,2010-10-30,112,30,2,1,2,2,0,2,14,6,0,1
10128,6,17,19,29,35,2,8,2010-11-01,106,29,4,1,2,2,0,0,10,6,0,1
10129,14,15,24,25,26,3,7,2010-11-03,104,12,2,0,3,2,3,0,10,4,2,1
10130,5,6,9,10,34,8,11,2010-11-06,64,29,2,4,0,1,2,0,19,3,1,1
10131,10,15,22,28,29,4,12,2010-11-08,104,19,2,1,2,2,1,1,16,8,0,1
10132,18,21,23,25,29,6,11,2010-11-10,116,11,4,0,3,2,0,1,17,5,1,1
10133,11,16,17,21,22,3,6,2010-11-13,87,11,3,1,4,0,2,1,9,3,1,0
10134,9,12,13,19,30,4,5,2010-11-15,83,21,3,2,2,1,1,0,9,1,1,0
10135,14,17,19,26,32,3,4,2010-11-17,108,18,2,0,3,2,0,1,7,1,1,0
10136,3,13,18,30,33,7,8,2010-11-20,97,30,3,1,2,2,0,0,15,1,1,1
10137,22,27,28,33,35,9,11,2010-11-22,145,13,3,0,1,4,1,1,20,2,2,1
10138,8,12,14,19,27,5,6,2010-11-24,80,19,2,2,2,1,0,1,11,1,1,0
10139,3,13,16,19,29,7,9,2010-11-27,80,26,4,1,3,1,0,1,16,2,2,1
10140,6,18,20,30,31,3,6,2010-11-29,105,25,1,1,2,2,1,0,9,3,1,0
10141,5,11,17,23,33,3,10,2010-12-01,89,28,5,2,2,1,0,0,13,7,1,1
10142,10,11,19,21,27,4,6,2010-12-04,88,17,4,2,2,1,1,1,10,2,0,0
10143,10,16,18,22,27,6,8,2010-12-06,93,17,1,1,3,1,0,2,14,2,0,1
10144,2,11,16,22,31,10,11,2010-12-08,82,29,2,2,2,1,0,2,21,1,1,1
10145,18,19,27,28,33,3,6,2010-12-11,125,15,3,0,2,3,2,0,9,3,1,0
10146,14,17,30,31,34,4,10,2010-12-13,126,20,2,0,2,3,1,0,14,6,0,1
10147,1,15,19,21,23,11,12,2010-12-15,79,22,5,1,4,0,0,0,23,1,1,1
10148,3,4,8,10,35,2,6,2010-12-18,60,32,2,4,0,1,1,0,8,4,0,0
10149,5,22,24,25,30,1,6,2010-12-20,106,25,2,1,2,2,1,0,7,5,1,0
10150,5,24,28,29,35,1,9,2010-12-22,121,30,3,1,1,3,1,2,10,8,2,1
10151,1,10,32,33,35,3,8,2010-12-25,111,34,3,2,0,3,1,1,11,5,1,1
10152,2,5,18,22,23,7,12,2010-12-27,70,21,2,2,3,0,1,0,19,5,1,1
10153,6,7,16,24,35,4,6,2010-12-29,88,29,2,2,2,1,1,0,10,2,0,0
11001,7,8,15,32,34,5,12,2011-01-01,96,27,2,2,1,2,1,1,17,7,1,1
11002,11,13,27,28,29,2,6,2011-01-03,108,18,4,1,1,3,2,0,8,4,0,0
11003,1,24,27,30,31,1,6,2011-01-05,113,30,3,1,1,3,1,1,7,5,1,0
11004,7,8,10,23,25,7,9,2011-01-08,73,18,3,3,1,1,1,0,16,2,2,1
11005,1,7,25,27,30,7,12,2011-01-10,90,29,4,2,0,3,0,2,19,5,1,1
11006,2,8,16,26,35,11,12,2011-01-12,87,33,1,2,1,2,0,0,23,1,1,1
11007,14,24,32,33,35,2,9,2011-01-15,138,21,2,0,2,3,1,1,11,7,1,1
11008,1,23,26,27,30,5,6,2011-01-17,107,29,3,1,1,3,1,0,11,1,1,0
11009,9,10,11,14,24,3,8,2011-01-19,68,15,2,3,2,0,2,0,11,5,1,1
11010,4,8,10,14,27,5,7,2011-01-22,63,23,1,3,1,1,0,2,12,2,2,1
11011,2,17,23,24,30,2,9,2011-01-24,96,28,2,1,3,1,1,0,11,7,1,1
11012,3,12,19,25,30,8,11,2011-01-26,89,27,3,2,1,2,0,1,19,3,1,1
11013,5,8,14,28,30,4,6,2011-01-29,85,25,1,2,1,2,0,1,10,2,0,0
11014,2,14,20,21,24,2,9,2011-01-31,81,22,1,1,4,0,1,1,11,7,1,1
11015,8,18,19,22,23,1,3,2011-02-09,90,15,2,1,4,0,2,0,4,2,2,0
11016,15,20,30,33,35,6,9,2011-02-12,133,20,3,0,2,3,0,0,15,3,1,1
11017,16,19,24,26,31,2,4,2011-02-14,116,15,2,0,3,2,0,0,6,2,0,0
11018,16,22,24,32,34,2,10,2011-02-16,128,18,0,0,3,2,0,2,12,8,0,1
11019,8,21,23,27,33,6,11,2011-02-19,112,25,4,1,2,2,0,0,17,5,1,1
11020,9,12,19,22,28,1,5,2011-02-21,90,19,2,2,2,1,0,0,6,4,2,0
11021,1,9,13,17,30,2,8,2011-02-23,70,29,4,2,2,1,0,1,10,6,0,1
11022,9,14,24,25,34,1,4,2011-02-26,106,25,2,1,2,2,1,1,5,3,1,0
11023,5,13,16,18,24,2,12,2011-02-28,76,19,2,1,4,0,0,1,14,10,0,1
